Name,Current Price,Old Price,Discount,Date
HP EliteBook 850 G5 Intel Core I5 8th Gen 16GB RAM 256GB SSD 15.6 Inch FHD Display Refurbished,"KSh 33,999","KSh 45,000",24%,2025-07-05
"HP ProBook X360 11 G2 core i5 8GB 256GB SSD 7th generation, 11.6 Inches Touchscreen 2 in 1 refurbished laptop +Bag","KSh 21,999","KSh 28,999",24%,2025-07-05
DDR3 Memory 8G 1600mhz SODIMM Notebook RAM 204pin Ram,"KSh 1,991","KSh 8,000",75%,2025-07-05
"Asus A*SUS TUF Dash 15  Ultra Slim Gaming Laptop, 15 Inch 144Hz FHD, GeForce RTX 3050 Ti, Intel Core I7 11370H, 16GB DDR4, 512GB  SSD PCIe NVMe SSD, Windows 11, Grey Color.WITH 4GB GRAPHICS","KSh 90,000","KSh 130,000",31%,2025-07-05
"HP GAMING LAPTOP ELITEBOOK 755 G5 , 14 INCH Non-Touch, AMD Ryzen 7 3700U, 16 GB RAM, 512GB SSD,4GB GRAPHICS,WINDOWS 11 PRO","KSh 38,000","KSh 80,000",53%,2025-07-05
"DELL 13.3 Inch Refurbished XPS 13 9380, Core I7 8th Gen, 16GB RAM, 256GB SSD + Mouse","KSh 44,499","KSh 54,999",19%,2025-07-05
"HP EliteBook 820 G2 Core I5 5th Gen 8GB Ram 500GB HDD 12.5"" 2.3GHz Win 10 REFURBISHED/RENEWED","KSh 15,570","KSh 30,000",48%,2025-07-05
HP Elitebook 840 G1 8GB RAM 500GB Storage Refurbished Intel Core I5,"KSh 15,999","KSh 23,000",30%,2025-07-05
"Lenovo Thinkpad x280 core i5 8th generation 16GB RAM 256GB SSD, 12.5 Inches ultraportable business laptop, HD camera, USB Type c, USB and HDMI","KSh 24,999","KSh 28,000",11%,2025-07-05
"HP Elitebook 840 Core I7, 6th Gen, 14 Inches Display Size, 16GB RAM, 512gb SSD Refurbrished Windows 11 Pro Installed And Activated","KSh 27,000","KSh 28,000",4%,2025-07-05
Lenovo REFURBISHED THINKPAD X240 CORE I5 8GB RAM 500GB HDD,"KSh 13,999","KSh 17,599",20%,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 512GB -14"", Silver Windows 11 pro 64bit office 2021 activated +Free laptop bag","KSh 22,799","KSh 40,000",43%,2025-07-05
HP Refurbished EliteBook 1030 G2 X360 2in1  Touchscreen FHD Intel Core I5 8GB Ram  256GB SSD Storage 13.3inch,"KSh 35,149","KSh 45,000",22%,2025-07-05
"Blueing 15.6"" Laptop J4125 8GB+256GB SSD Student Portable Computer","KSh 28,006","KSh 32,830",15%,2025-07-05
"HP Refurbished EliteBook 840 G6 8th Generation Core I5, 8GB RAM, 256GB SSD Touchscreen -14"" (6M WRTY)","KSh 29,999","KSh 45,000",33%,2025-07-05
HP Elite X2 1012 G1  Refurbished Detachable 2-in-1 Core M5-6Y54 CPU 8GB 256GB Touch Screen,"KSh 27,799","KSh 40,000",31%,2025-07-05
"Lenovo Refurbished  Laptop ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 8GB RAM - SSD 256GB","KSh 16,000","KSh 23,000",30%,2025-07-05
"DELL Latitude 5300 Core I5 Touchscreen-8th Gen-8GB RAM -256GB  SSD-Refurbished-Windows 11- 11""","KSh 23,999","KSh 35,000",31%,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SDD 256GB -14"", Sliver","KSh 19,949","KSh 30,000",34%,2025-07-05
HP  Pavilion H*P Power 15-cb0xx 15inch gaming laptop  i5-7300HQ 8GB RAM 256 GB SSD 4GB GRAPHICS 1050 GTX,"KSh 32,000","KSh 80,000",60%,2025-07-05
"DELL Refurbished EX-UK Latitude 5420 Laptop, 11th Gen Intel Core I7-1165G7 3.0 GHz, 16GB RAM 256GB SSD, 14 Inch FHD (1920 X 1080) Display, Windows 11 Pro","KSh 50,000",N/A,N/A,2025-07-05
DELL Latitude 7450 Intel Core I7 8GB 256GB SSD 14'' Windows 10,"KSh 18,999",N/A,N/A,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I7, 8GB RAM- SSD 256GB -14"", Sliver (6 Months WRTY)","KSh 21,400",N/A,N/A,2025-07-05
Lenovo REFURBISHED YOGA 11E CELERON 4GB RAM 128GB SSD TOUCH X360,"KSh 10,999","KSh 15,999",31%,2025-07-05
"HP Pro X2 612 G2 Core I5 7th Generation 8GB RAM 256GB SSD, 12.5 Inches Touchscreen, HD Dual Camera With Stylus Pen And Detachable Keyboard,  2 In 1 Laptop","KSh 34,999","KSh 37,000",5%,2025-07-05
"Asus Vivobook Go 14 (E410KA), 14.0-inch HD, Anti-glare Display, 8GB DDR4 RAM, 256GB SSD, Intel® Celeron® N4500 Processor, Intel® UHD Graphics, Windows 11 Home.","KSh 32,000",N/A,N/A,2025-07-05
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED 6 Months Warranty.","KSh 15,240","KSh 40,000",62%,2025-07-05
Apple MacBook Pro 2018 16 GB Ram 256 Ssd Core I5 Touchbar 4k Retina Display,"KSh 59,650","KSh 62,000",4%,2025-07-05
"HP Refurbished Elitebook 820 G3 6th Gen , Corei5, 8GB RAM-SSD 256GB -12.5"", Sliver","KSh 19,599","KSh 32,500",40%,2025-07-05
"Lenovo ThinkPad X270 Refurbished Intel Core I5 8GB RAM 256GB SSD 12.5"" 6months Warranty","KSh 16,000","KSh 30,000",47%,2025-07-05
"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel  Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB - Black + LAPTOP STAND","KSh 12,349","KSh 20,000",38%,2025-07-05
"HP EliteBook 840 G4 Intel Core I7-7th Gen,16GB Ram,256GB SSD 14 Inches Refurb Display","KSh 27,999","KSh 51,000",45%,2025-07-05
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SDD 256GB -14"", Sliver","KSh 23,500","KSh 30,000",22%,2025-07-05
"Lenovo Thinkpad  Yoga X380 8th Gen, Touchscreen, Processor Intel Core I5, Windows /11 Pro Storage 256GB SSD, Memory 8GB RAM, Base Speed 1.90Ghz, With Intel UHD Graphics,free Laptop Bag -refurbished","KSh 27,500","KSh 32,000",14%,2025-07-05
"Apple Refurbished  MacBook Pro  Core I5 -8GB RAM, 256GB SSD (2012) Laptop -Silver  13""","KSh 18,999","KSh 29,999",37%,2025-07-05
"HP GAMING LAPTOP ELITEBOOK 745 G6 , 14 INCH Non-Touch, AMD Ryzen 7 3700U, 16 GB RAM, 256GB SSD,4GB GRAPHICS,WINDOWS 11 PRO","KSh 35,000","KSh 70,000",50%,2025-07-05
"HP Refurbished EliteBook 820 G3, Core I5, 8GB RAM, 256 GB SSD, 6th Gen, 12.5"" - Silver","KSh 22,999","KSh 23,000",1%,2025-07-05
HP Refurbished Probook 11G4 Core i5 8th Gen 8gb ram 128gb ssd touch x360,"KSh 16,999","KSh 21,599",21%,2025-07-05
"Lenovo 10TH GEN IdeaPad 5 15 Inch Notebook Core I5 1035G1 16 GB RAM  512  GB SSD , Dark Gray  , Windows 11","KSh 35,000","KSh 50,000",30%,2025-07-05
DELL REFURB Latitude 7280 Laptop 12.5 Intel Core I7 7th Gen I7-7600U Core 256GB SSD 8GB 1920x1080 FHD Windows 10 Pro (Renewed),"KSh 20,499","KSh 25,000",18%,2025-07-05
"HP  Refurbished EliteBook 8460/70p Core I5 - HDD 500GB - 8GB RAM WIFI CAM Silver - 14"" (6 Months WRTY)","KSh 11,499","KSh 19,999",43%,2025-07-05
Lenovo REFURBISHED THINKPAD X240 INTEL CORE I5 8GB RAM 500GB HDD STORAGE 12.5INCH BLACK,"KSh 13,299","KSh 20,000",34%,2025-07-05
"HP GAMING LAPTOP ELITEBOOK 755 G5 , 14 INCH Non-Touch, AMD Ryzen 7 3700U, 16 GB RAM, 256GB SSD,4GB GRAPHICS,WINDOWS 11 PRO","KSh 35,000","KSh 70,000",50%,2025-07-05
"HP Elitebook 845 G7 Amd Ryzen 5, 16GB RAM 512GB SSD, Backlit KB, Windows 11 Pro, 14 Inch FHD Display","KSh 37,000","KSh 38,000",3%,2025-07-05
"DELL Refurbished Latitude E7250 Intel I5- 8GB RAM 256GB SSD Win 10 Pro 12.5 Inches, (6 Months WRTY)","KSh 17,500","KSh 28,000",38%,2025-07-05
Acer REFURBISHED ASPIRE SP513-54N CORE I5 10TH GEN 8GB RAM 256GB SSD TOUCHSCREEN X360,"KSh 39,999","KSh 43,999",9%,2025-07-05
"HP EliteBook 830 G5 Core I5 8250U 8GB 256GB -Refurbished-13.3""'.Silver","KSh 25,499","KSh 40,000",36%,2025-07-05
"Asus Refurbished Intel® Core™ I5-10210U, Intel® UHD Graphics, 14.0-inch Touchscreen , 8GB RAM,  128GB SSD, ChromeOS","KSh 25,000",N/A,N/A,2025-07-05
"HP Probook X360  Intel Core I5 8GB RAM 256GB SSD  Touchscreen, HDMI, 2 In 1 Laptop","KSh 19,999","KSh 28,999",31%,2025-07-05
"HP Elitebook 840 Core I5, Slim Model , SSD 256GB 8GB RAM   Black . Refubshed","KSh 17,999","KSh 23,999",25%,2025-07-05
Microsoft Refurbished EX-UK Surface Pro 4 1724 Intel Core i5 6th Gen 8GB RAM 256GB SSD 12.3 Inch PixelSense Touchscreen Display,"KSh 33,999",N/A,N/A,2025-07-05
Lenovo 8GB 500GB Refurbished Thinkpad T440 Win 10 Activated Intel Core I5,"KSh 13,999","KSh 25,000",44%,2025-07-05
HP Refurbished EliteBook 840 G5 Intel Corei5 7th Generation 8 Gb Ram 256 Gb SSD 14 Inches Full HD,"KSh 25,499","KSh 41,500",39%,2025-07-05
"HP Refurbished EliteBook 840 G3, Core I5 (6th Gen), 8GB RAM, 256GB SSD, Windows 10 Pro, 14 Inch Display, Silver+Bag+64GB Flash","KSh 22,999","KSh 26,000",12%,2025-07-05
"Apple MacBook Pro 13"" Core I5 2.5GHz 8GB RAM, 256GB SSD ( Early2011) Laptop","KSh 23,999","KSh 31,000",23%,2025-07-05
"HP  EliteBook 820 G1 Core I5 8GB RAM 500GB 12.5"" 4th Gen Windows10 Free Laptop Bag","KSh 21,999","KSh 28,000",21%,2025-07-05
"HP Refurbished EliteBook 820 G2 Core I5 5th Gen 2.3GHz 8GB Ram 500GB HDD 12.5""","KSh 18,100","KSh 25,000",28%,2025-07-05
HP Hp* EliteBook 1040 G8 X360 Laptop 11th Gen Intel Corei7 16GB RAM 512GB SSD,"KSh 60,000","KSh 70,000",14%,2025-07-05
"HP H*P EliteBook 840 G6 Laptop , 8th Gen Intel Core I5 8365U 1.6GHz,  16GB DDR4 RAM  ,256GB PCIe SSD , 14 Inch UHD Graphics 620  Webcam , Windows 11 Pro , Touchscreen","KSh 30,000","KSh 35,000",14%,2025-07-05
HP EliteBook 820  Intel Core I5  Gen 8GB RAM 256GB SSD 12.5 Inches,"KSh 16,999","KSh 37,998",55%,2025-07-05
"HP Refurbished EliteBook 8470p, Intel Core I5, 8GB RAM,500GB HDD, 14''   FREE LAPTOP BAG","KSh 14,249","KSh 25,000",43%,2025-07-05
"HP Refurbished Laptop Elitebook 840 G5 8th Gen Core I5, 16GB RAM, 512GB SSD Touchscreen -14"" (6 Months WRTY)","KSh 35,000",N/A,N/A,2025-07-05
Apple MacBook Air Core M Gold A1534 With 8GB RAM And 512GB SSD,"KSh 40,000","KSh 90,000",56%,2025-07-05
"DELL Latitude 7280 6th Gen-Core I5-8GB Ram-256GB SSD-TouchScreen Refurbished- 13""-Black-Win 10 (6 Months WRTY)","KSh 20,999","KSh 30,000",30%,2025-07-05
HP Refurbished EX-UK Elitebook X360 1030 G7 Intel Core I7 10th Gen 16GB RAM 512GB SSD 1.8 GHz 13.3 Inch Touchscreen Display,"KSh 57,500",N/A,N/A,2025-07-05
"HP Refurbished EliteBook 8470p - Intel Core I5, 16GB RAM, 500GB HDD Storage-  Silver - 14"" Windows 10 Pro Installed, Office 2021 Activated","KSh 16,149","KSh 25,000",35%,2025-07-05
"HP Refurbished Pro 612 X2 G1 Detachable Core I5-4th Gen, 8GB Ram 256GB Ssd","KSh 16,999","KSh 21,599",21%,2025-07-05
HP Refurbished EX-UK ProBook 635 Aero G7 AMD Ryzen 5 32GB RAM 256GB SSD Windows 11 Pro 13 Inch Display,"KSh 35,000",N/A,N/A,2025-07-05
"DELL Latitude 7280 6th Gen-Core I5-8GB Ram-256GB SSD-Refurbished- 13""-Black-Win 10 (6 Months WRTY)","KSh 17,550","KSh 30,000",42%,2025-07-05
"Lenovo X270 Intel Core I5-Refurbished-16GB RAM 512GB SSD Windows 10 Pro Laptop, 6 Months WRTY","KSh 22,999","KSh 30,000",23%,2025-07-05
HP EliteBook 830 G5 Intel Core I5 8th Gen 8GB RAM 512GB SSD 13.3 Inches FHD Display Silver,"KSh 35,000","KSh 39,500",11%,2025-07-05
Lenovo Refurbished Thinkpad X260 Intel Core I5 8GB RAM 500GB HDD 12.5'' Black 6months Warranty,"KSh 15,499","KSh 37,000",58%,2025-07-05
"DELL DeII XPS 13 9315 Detachable 2-in-1 Laptop 2024 Touch , Core i5-1230U - 512GB SSD Hard Drive - 16GB RAM 10 cores","KSh 60,000","KSh 150,000",60%,2025-07-05
"DELL Refurbished Latitude 7390 Laptop, 13.3-inch FHD , Intel Core I5-8350U , 8GB RAM, 256GB SSD","KSh 22,500","KSh 33,000",32%,2025-07-05
"HP Envy X360 2-in-1 Laptop, Core 5 120U, 8GB RAM, 512GB SSD, 14"" FHD Touchscreen Display, Fingerprint Reader, Natural Silver (1YR WRTY)","KSh 86,999","KSh 95,000",8%,2025-07-05
"Lenovo ThinkPad T490s Touchscreen Core I5 -8th Gen-16GB RAM-512GB SSD-Refurbished 14""-Black-Win 11 (6 Months WRTY)","KSh 27,999","KSh 35,000",20%,2025-07-05
Lenovo ThinkPad X240 Intel Core I5 8GB RAM 256 GB SSD 12.5'' Black Refurbished 6Months Warranty,"KSh 16,000","KSh 30,000",47%,2025-07-05
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 500GB HDD, 12.5'' REFURBISHED","KSh 15,799","KSh 23,000",31%,2025-07-05
"HP Refurbished EliteBook Folio 1040 G3 Core I7 8GB RAM 256GB SSD 6th Gen  Inches 14""iUltrabook Laptop .","KSh 28,000","KSh 38,000",26%,2025-07-05
"HP EliteBook 840 G5 Core I5 8GB 256GB -Refurbished-14""'.Silver","KSh 26,999","KSh 35,999",25%,2025-07-05
"HP Elitebook 840  Core I7, 6th Gen, 14 Inches Display Size, 16GB RAM, 256 SSD Refurbrished  Windows 11 Pro Installed And Activated","KSh 25,000","KSh 26,000",4%,2025-07-05
"HP  Refurbished EliteBook 820 G2 Core I5-5300U 2.3GHz, 8GB RAM 500GB HDD 12.5"" Windows 10 Pro","KSh 15,370","KSh 32,000",52%,2025-07-05
"HP Refurbished Laptop EliteBook 840 G1, Intel Core I7, 14"", 500GB HDD, 8GB RAM, Windows 10 PRO (6 Months WRTY)","KSh 16,999","KSh 22,000",23%,2025-07-05
"Apple MacBook Pro (13-inch, 2017) Intel Core I5 8Gb RAM, 256Gb SSD - Space Gray","KSh 38,000","KSh 120,000",68%,2025-07-05
"HP Refurbished EliteBook 830 G6 Core I5 8GB 256GB SSD 13.3"" Touchscreen 8th Gen Slim UltraBook Laptop, (6 Months WRTY)","KSh 29,890","KSh 40,000",25%,2025-07-05
DELL Latitude 7410 Core i7 10th Gen 16GB RAM 512GB SSD Touchscreen,"KSh 52,000",N/A,N/A,2025-07-05
"DELL Refurb Latitude 7390  Intel Core I5 8th Gen, 8GB RAM, 256GB SSD, 13.3 Inches","KSh 21,500","KSh 37,000",42%,2025-07-05
Lenovo ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro 6months Warranty.,"KSh 15,999","KSh 30,000",47%,2025-07-05
"Lenovo Thinkpad Yoga 390 x360 Intel Core i5 16GB RAM 256GB SSD 8th generation, Quad Core windows 11 Pro 13.3 inches FHD Touchscreen 2 IN 1 Laptop +Bag","KSh 31,699","KSh 35,000",9%,2025-07-05
"HP OMEN By H*P X Gaming 15-dc0xxx-Intel Core I7-8750- 16GB Ram -512GB SSD , 4GB GTX 1050 Ti With Max Q-Design Graphic","KSh 54,000","KSh 110,000",51%,2025-07-05
"Apple MacBook Pro 13-inch (2018) – Intel Core i7, 16GB RAM, 256GB SSD Refurbished","KSh 60,000","KSh 82,000",27%,2025-07-05
"HP Refurbished EliteBook 8470p - Intel Core I5, 4GB RAM, 500GB HDD Storage- Silver - 14"" Windows 10 Pro Installed, Office 2021 Activated","KSh 13,299","KSh 20,000",34%,2025-07-05
"Lenovo Refurbished Thinkpad X1 Yoga, Core I5,8gb Ram,256gb Ssd,X360,Stylus,touchscreen","KSh 31,999","KSh 40,000",20%,2025-07-05
Laptop AC Adapter Charger Small Pin 18.5v 3.5A For HP,"KSh 1,500",N/A,N/A,2025-07-05
"Lenovo Refurbished Thinkpad T480s Core I7 16GB RAM 512GB SSD Touchscreen 14 Inch FHD 8TH GEN, 6 Months WRTY","KSh 46,900","KSh 54,000",13%,2025-07-05
"DELL Chromebook 11 P22T -Intel Celeron N2840 2.16GHz,  4GB RAM /16GB EMMC, Chrome OS, Refurbished  (6 Months WRTY)","KSh 8,399","KSh 16,700",50%,2025-07-05
"HP  Refurbished EX-UK EliteBook 830 G7 13.3-Inch FHD Touchscreen Business Laptop, 10th Gen Intel Core I5-10310U, 8GB RAM 256GB SSD, Windows 11 Pro","KSh 37,999","KSh 45,000",16%,2025-07-05
Asus ASSUS TUF Gaming FX506l Core i5 10300H 16GB RAM 1TB SSD Nvidia GTX 1050Ti 4 Graphics Gaming Laptop,"KSh 55,000","KSh 120,000",54%,2025-07-05
HP EliteBook 745 G5 AMD Ryzen 7 Refurb 16GB RAM 256GB SSD,"KSh 41,999","KSh 52,000",19%,2025-07-05
"HP Refurbished Folio 9470M , Core I7, 8GB RAM- 500GB, 14""- Silver","KSh 18,999","KSh 49,000",61%,2025-07-05
HP EliteBook 840 G4 Refurbished Core I7 7th Gen 8GB RAM 256GB SSD 14 Inch Display,"KSh 27,699","KSh 35,000",21%,2025-07-05
"HP Refurbished ProBook X360 11E 8GB 256GB SSD Core I5 2in1 7th Gen 11.6"" Touchscreen Laptop.","KSh 23,004","KSh 46,008",50%,2025-07-05
"HP Chromebook 11 G5 – Intel Celeron N3060 - HDMI - Camera - Storage 4GB RAM / 16GB SSD - 11.6"" Screen - Refurb.","KSh 8,599","KSh 14,999",43%,2025-07-05
"Lenovo ThinkPad T14s -10th Gen-TouchScreen-Core I5 16GB RAM -256GB SSD -Black-Win 11 Pro-14""","KSh 32,999","KSh 45,000",27%,2025-07-05
"Lenovo ThinkPad X260 Intel Core I7 8GB RAM 256GB SSD, 12.5 Inches, Windows 10 Refurbished Laptop","KSh 22,999","KSh 28,000",18%,2025-07-05
"Lenovo Renewed ThinkPad Yoga 11e Touch Screen Intel Celeron 4GB 128GB SSD 11.6""","KSh 10,200",N/A,N/A,2025-07-05
"HP Refurbished EliteBook 820, Intel Core I5, Slim Model , 500HDD, 4GB RAM , Black- 12.5"" 6 Months Warranty.","KSh 15,199","KSh 30,000",49%,2025-07-05
"HP Refurbished ProBook 11 X360 G4 Core I5 8GB 256GB SSD 8th Gen 11.6"" Touchscreen Laptop","KSh 22,499","KSh 30,000",25%,2025-07-05
"HP Refurbished EliteBook 840 G1 Core I5 8GB RAM 500GB HDD 14"" Touchscreen Windows 10 Slim Laptop","KSh 18,900","KSh 30,000",37%,2025-07-05
"HP Refurbished EliteBook 8460p Core I5 - HDD 500GB - 8GB RAM WIFI CAM Silver - 14""","KSh 14,249","KSh 20,000",29%,2025-07-05
HP REFURBISHED LAPTOP PROBOOK 11G4 8TH GENERATION 8GB RAM MEMORY 256GB SSD TOUCH SCREEN X360,"KSh 22,499","KSh 25,000",10%,2025-07-05
"HP Elite X2 1012 G2 Detachable 2-in-1, Intel Core I5 7th Gen, 8GB RAM, 256GB SSD 12.3"" HD Touchscreen Display","KSh 38,699","KSh 52,899",27%,2025-07-05
"HP Refurbished Elitebook 745 G6 AMD Ryzen 5 Pro 3500U 16GB RAM 256GB SSD 2GB Radeon Graphics 14"" FHD 1080p Touchscreen Windows 11 Pro Laptop Plus Free Laptop Bag","KSh 31,824","KSh 40,000",20%,2025-07-05
"Microsoft REFURBISHED Surface Go 1824 Commercial, 10"" Pixelsense Touch Display, Intel Pentium 4415Y, 8GB RAM+  128GB SSD, Windows 11","KSh 23,499",N/A,N/A,2025-07-05
"Lenovo ThinkPad X250 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 15,699","KSh 22,000",29%,2025-07-05
"Apple Refurbished 16GB Ram, MacBook Pro 13''(2012) Fast 256gb SSD, Macbook Operating System Installed, Office Installed,Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.","KSh 24,999","KSh 29,000",14%,2025-07-05
"Asus A*SUS TUF GAMING LAPTOP 15.6""Intel i7 16GB 512SSD GB GTX 1050 Ti 4GB DEDICATED","KSh 55,000","KSh 110,000",50%,2025-07-05
"HP Elitebook Folio 9470 - 14"" - Intel Core I5- 8GB RAM - 500GB HDD - Silver Refurbished, 6 Months WRTY","KSh 22,500","KSh 29,000",22%,2025-07-05
"HP Elitebook 845 G7 Amd Ryzen 5, 16GB RAM 256GB SSD, Backlit KB, Windows 11 Pro, 14 Inch FHD Display","KSh 33,000","KSh 40,000",18%,2025-07-05
"Lenovo 8GB RAM, 500GB Hard Disk, X131e 12.5'' Screen Display, HDMI Port & Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 14,999","KSh 20,000",25%,2025-07-05
"HP EliteBook X360 1030 G2 Notebook, Intel Core I7 7th Gen, 16GB RAM + 512GB SSD 13.3"" FHD Multi-Touch Display","KSh 47,999","KSh 75,799",37%,2025-07-05
"Lenovo Refurbished Thinkpad T460 Core I5 8GB Ram 500GB HDD, 6th Generation, 14 INCH DISPLAY","KSh 19,499","KSh 25,000",22%,2025-07-05
"DELL Latitude E7480,14"" Laptop Core I7-7600U 2.8 GHz, 16GB RAM-DDR4, 512GB SSD-Refurbished","KSh 33,999","KSh 70,000",51%,2025-07-05
"Lenovo 8GB RAM, 500GB Hard Disk, X131e 12.5'' Screen Display, HDMI Port & Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension.","KSh 14,999","KSh 19,000",21%,2025-07-05
"Apple MacBook Pro (13-inch, 2017) Intel Core I5 8Gb RAM, 128Gb SSD - Space Gray","KSh 35,000","KSh 115,000",70%,2025-07-05
HP Refurb ProBook 430 G3 Intel Core I5 6th Gen 8GB RAM 256GB SSD 14 Inches,"KSh 18,999","KSh 37,000",49%,2025-07-05
"Lenovo X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro Laptop, 6 Months WRTY","KSh 16,198","KSh 19,000",15%,2025-07-05
"Lenovo ThinkPad X280 Intel Core i5-8350U Quad-Core 8GB RAM 256GB SSD 12.5"" FHD IPS Display","KSh 19,999","KSh 27,988",29%,2025-07-05
Lenovo ThinkPad Yoga 370 X360 2in1 Intel Core I5 7th Gen 8GB RAM 256GB SSDFHD Multi-Touch Display Refurbished Laptop,"KSh 23,600","KSh 32,000",26%,2025-07-05
DELL Latitude 3340-Core I3-8gb Ram-256gb SSD-Refurbished-win10 Pro-14''-grey And Red,"KSh 15,999","KSh 22,000",27%,2025-07-05
HP Refurbished EliteBook 840 G6 Core I5 16GB RAM 256GB SSD 8th Gen Touchscreen 14 Inch Ultra Slim Laptop.,"KSh 33,890","KSh 60,000",44%,2025-07-05
Random Piece Barbie Notebook,"KSh 2,000",N/A,N/A,2025-07-05
DELL Refurbish Latitude 7280 Laptop 12.5 Intel Core I7 7th Gen I7-7600U Core 256GB SSD 8GB 1920x1080 FHD Windows 10 Pro (Renewed),"KSh 22,500","KSh 34,000",34%,2025-07-05
"HP Refurbished Laptop EliteBook 840 G6 8th Gen-Core I7-16GB RAM, 512GB-SSD 14""- Silver-Win 11 (6 Months WRTY","KSh 38,999","KSh 48,000",19%,2025-07-05
"HP Refurbished Elitebook  Core  I5, 12GB RAM 500GB  HDD -12.5"", Black  (6 Months WRTY)","KSh 17,499","KSh 29,999",42%,2025-07-05
"HP Refurbished EliteBook 820 G3 Core i7 16GB RAM 512GB SSD 6th Gen 12.5"" Ultraslim Laptop + bag, (6 Months WRTY)","KSh 27,900","KSh 40,000",30%,2025-07-05
"Apple  MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 24,899","KSh 34,000",27%,2025-07-05
"HP EliteBook 840 G5-8th Gen -Core I5, 8GB RAM, 256GB-SSD-Refurbished-14""Touch Screen- Silver-Win (6 Months WRTY)","KSh 31,999","KSh 45,789",30%,2025-07-05
HP Elitebook 840g3 I5 8gb Ram + 256gb Ssd Non-touch-Refurbished,"KSh 21,270","KSh 38,000",44%,2025-07-05
"HP Elitebook 840 G2 Intel Core I5 -8GB Ram -256GB SSD-5th Gen-14"" Renewed Win 10","KSh 17,698","KSh 37,000",52%,2025-07-05
"Lenovo 8GB RAM, 500GB Hard Disk, X131e Refurbished Laptop 12.5'' Screen Display, HDMI Port & Bluetooth, Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger + Free Wireless Mouse + Free Extension","KSh 14,500","KSh 20,000",28%,2025-07-05
HP Probook 11 G4 Intel Core I5 8gb Ram 256gb Ssd 8th Generation X360 Touch Screen,"KSh 25,000","KSh 45,000",44%,2025-07-05
"HP Refurbished EliteBook 820 Core I5, 8GB RAM 500GB HDD -12.5inch , Black","KSh 15,450","KSh 30,000",49%,2025-07-05
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 14inch  8GB, 256GB SSD STORAGE - Silver Windows 11 pro 64bit OS Installed Office activated + Free laptop bag","KSh 20,424","KSh 40,000",49%,2025-07-05
"HP Refurbished EX-UK EliteBook X360 830 G8 13.3 Inch 2 In 1 Touchscreen Laptop Intel Corei7 11th Gen, 3.0GHz, 32GB RAM, 1TB SSD, FHD IPS Display, WiFi, Win 11 Pro Plus Free Laptop Bag","KSh 68,999",N/A,N/A,2025-07-05
"HP Refurbished Stream 11 Pro 11.6"" Intel Celeron 4GB RAM 64GB SSD Laptop UltraSlim Wireless Mouse","KSh 12,499","KSh 18,000",31%,2025-07-05
"Lenovo REFURBISHED X1 Tablet, 3rd Gen (Type 20KK), Detachable 13.0"" Touch, Intel® Core I5, 8GB RAM + 512GB SSD","KSh 39,000",N/A,N/A,2025-07-05
HP Hp. Dragonfly Elite Intel Corei5 8th Gen 8Gb 256SSD  X360 – Ex-UK Refurbished,"KSh 35,000","KSh 45,000",22%,2025-07-05
"HP Probook X360 11 G4 EE Intel Core I5 8GB RAM 256GB SSD 8th Generation 11.6 Inches Touchscreen, HDMI, 2 In 1 Laptop","KSh 19,499","KSh 25,000",22%,2025-07-05
"HP Refurbished EX-UK EliteBook x360 1040 G8 14"" Touchscreen 2 in 1 Notebook, 11th Gen Intel Core i7-1165G7, 3.0 GHz, 16 GB RAM 512 GB SSD, Intel UHD Graphics, Windows 11 Pro","KSh 68,000",N/A,N/A,2025-07-05
"HP EliteBook 840 G6 Touchscreen-8th Gen -Core I5, 8GB RAM, 256GB-SSD windows 11 pro installed and activaTed plus complete charger","KSh 30,899","KSh 40,000",23%,2025-07-05
